date,FL892090005.Q,LM152010005.Q,LM155035005.Q,LM165015205.Q,LM165013765.Q,LM155111005.Q,LM112010005.Q,LM115035005.Q,LM115015205.Q,LM115013765.Q,LM115020005.Q,LM662090205.Q,LM883164105.Q,LM103164103.Q,LM793164105.Q,LM315015005.Q,LM315014665.Q,LM315013265.Q,LM315013765.Q,LM212010095.Q,LM215015605.Q,LM215013265.Q,LM215013765.Q,FL882090265.Q,FL264194005.Q,LM263164100.Q,FL264190005.Q,FL264090005.Q,LM263064105.Q,FL264090035.Q,FL892090005.Q,FC892090005.Q,PC892090005.Q,FL152090005.Q,FC152090005.Q,PC152090005.Q
2002:Q3,42784108,19617696,15908185,151024,67719,3490768,6902066,6118968,474681,131891,176525,16150,11025905,8329669,2696236,2061096,968699,471311,621086,4771443,4518396,189747,63300,-1610248,5217473,1235475,3981998,6827721,1088781,5738940,42784108,-1752977,-3.93599454721227,43868448,-1277215,-2.82909713299576
2002:Q4,44295627,20017534,16268397,154829,68103,3526205,7037389,6241858,478920,133541,183070,16735,11803945,8949948,2853997,2077616,976961,475564,625091,4821062,4565827,191201,64034,-1478654,5604281,1373980,4230301,7082935,1229421,5853514,44295627,1511519,3.53289912537809,45003840,1135392,2.58817363094792
2003:Q1,44400393,20434394,16658628,157326,68847,3549593,7206960,6405602,481484,135220,184653,16169,11387763,8659943,2727820,2098740,988978,478626,631136,4907612,4650511,192382,64719,-1651245,5619843,1293453,4326390,7271087,1208832,6062255,44400393,104766,0.236515222998186,45200471,196631,0.436920486199972
2003:Q2,46817753,20839203,17022325,160466,70318,3586094,7340105,6533156,484691,137903,184354,16851,13174021,9985955,3188066,2114092,991974,481880,640238,4950717,4692206,192840,65671,-1617236,6055974,1581419,4474555,7673210,1448104,6225106,46817753,2417360,5.44445588262938,46987752,1787282,3.9541216594165
2003:Q3,47991863,21339179,17473168,163329,71811,3630871,7481464,6659094,486776,140497,195097,16854,13682250,10362701,3319549,2131465,995770,485845,649850,4995299,4734381,194291,66627,-1654648,6237071,1755385,4481686,7891718,1483137,6408581,47991863,1174111,2.50783220013248,48044550,1056798,2.24909199899371
2003:Q4,50553902,21907862,17989646,167569,72982,3677665,7595050,6764000,492381,142250,196419,17168,15290825,11578828,3711997,2149792,1001752,489383,658657,5047918,4784061,196290,67567,-1454714,6895099,2079422,4815677,8349813,1696233,6653580,50553902,2562038,5.33848479282887,50239666,2195116,4.56891817756726
2004:Q1,52076508,22606864,18624054,171034,74018,3737758,7811343,6963422,500588,144948,202385,15821,15788766,11817182,3971584,2171832,1012861,492727,666244,5126944,4860083,198205,68656,-1445062,7140418,2138460,5001958,8585480,1725986,6859494,52076508,1522607,3.01184776651766,52484606,2244939,4.4684601344772
2004:Q2,53333807,23432819,19387007,175805,74896,3795111,8173208,7304111,512332,147151,209614,15628,15919890,12058758,3861132,2204540,1033206,497864,673470,5278743,5008742,200325,69676,-1691021,7297724,2161543,5136181,8988745,1769673,7219072,53333807,1257299,2.41432997144096,53634142,1149536,2.19023424367577
2004:Q3,54460078,24214230,20131503,179092,75798,3827837,8544909,7673700,517616,148402,205191,16374,15638501,11715862,3922639,2243810,1061715,501342,680753,5490327,5218478,201111,70738,-1688073,7489800,2212356,5277444,9177873,1738872,7439001,54460078,1126271,2.11173920816173,54693752,1059610,1.97562651677469
2004:Q4,57615714,25033112,20873948,183825,77168,3898171,8803622,7920229,527456,149506,206432,16929,17246784,12960643,4286141,2289100,1090132,508032,690936,5687227,5412427,203170,71630,-1461061,8322363,2560418,5761945,9783424,1952173,7831251,57615714,3155636,5.79440199563056,57193234,2499482,4.56995943782108
2005:Q1,58633922,25923809,21701985,188590,78150,3955084,9013103,8106569,542674,153265,210595,17181,16995855,12897487,4098368,2322048,1107676,515321,699051,5779968,5502235,205032,72701,-1418042,8598004,2649905,5948099,10016046,1933414,8082632,58633922,1018208,1.76723969940642,58312097,1118863,1.95628563764672
2005:Q2,60395526,26869202,22579052,192371,79486,4018293,9340179,8421957,553572,156671,207979,17045,17378149,13067290,4310859,2357904,1130160,518753,708991,5949084,5669052,206277,73755,-1516037,8740346,2704402,6035944,10256384,1972261,8284123,60395526,1761604,3.00441173470702,59889730,1577633,2.70549830854334
2005:Q3,62445186,27756163,23423131,194702,80421,4057909,9677102,8748708,557015,158497,212882,16877,17955467,13562030,4393437,2394869,1154641,522838,717390,6131438,5849136,207599,74703,-1486730,9147904,3078670,6069234,10634633,2062051,8572582,62445186,2049660,3.39372808502804,61662632,1772902,2.96027643334077
2005:Q4,64156732,28631894,24246208,197727,81733,4106226,10016317,9075599,562312,160241,218165,17068,18170670,13540964,4629706,2432879,1176669,528547,727663,6279947,5997439,206791,75717,-1392043,9396306,3317705,6078601,10788349,2117753,8670596,64156732,1711546,2.7408778345341,63461854,1799222,2.91784902031287
2006:Q1,66265837,29221768,24776419,201595,82898,4160856,10155861,9206692,573039,163121,213010,17470,19287965,14537066,4750899,2469225,1197239,535250,736736,6383284,6098015,208369,76900,-1269737,10131013,3682411,6448602,11400749,2256912,9143837,66265837,2109104,3.28742506640448,65970223,2508369,3.95256191720833
2006:Q2,66225069,29389688,24891594,205326,83426,4209342,10290561,9328941,581732,165130,214758,17071,18704697,13925237,4779460,2507632,1222253,542696,742683,6610274,6322721,209388,78165,-1294854,10380145,3673580,6706565,11674999,2233733,9441266,66225069,-40767,-0.061520919857672,65904670,-65553,-0.099367803372957
2006:Q3,67057750,29452794,24899836,210299,84211,4258448,10495100,9511563,594186,167331,222019,16895,19293059,14237203,5055856,2542268,1241595,551096,749577,6784340,6495410,209421,79509,-1526705,10816542,3828619,6987923,12343247,2387389,9955858,67057750,832681,1.25734997951391,66428561,523891,0.794922821728324
2006:Q4,68853471,29558933,24959946,215056,85423,4298508,10661406,9661430,606974,170705,222297,15279,20499136,15092891,5406245,2579473,1265685,555322,758466,7029685,6736161,212645,80879,-1490441,11441619,4328960,7112659,12932060,2558411,10373649,68853471,1795721,2.67787216415545,67931858,1503297,2.2630277811985
2007:Q1,69821226,29510603,24858866,220169,87005,4344563,10728770,9701014,618469,174307,234980,17916,21010205,15626270,5383935,2615098,1283019,562026,770053,7268983,6971372,215121,82490,-1330348,12093213,4536363,7556850,13423561,2600690,10822871,69821226,967755,1.40552862232665,68944453,1012595,1.49060356034687
2007:Q2,70699551,29069627,24364618,225170,88524,4391315,10749983,9705790,630688,177462,236043,18445,21993434,16646031,5347403,2644747,1296807,566460,781480,7389977,7088608,217193,84176,-1166662,12951982,4958299,7993683,14118645,2861097,11257548,70699551,878325,1.25796238319519,69385165,440712,0.639227851509933
2007:Q3,70657390,28570787,23824810,228645,89975,4427357,10777359,9718254,637990,180234,240881,18993,21972204,16913932,5058272,2677964,1310504,574563,792897,7509704,7205185,218553,85966,-869621,13628991,5262469,8366522,14498612,2943882,11554730,70657390,-42161,-0.059633916799612,69465256,80092,0.115430359967727
2007:Q4,69030687,27996905,23200223,231664,91076,4473942,10689958,9617200,641976,183855,246927,20007,20905256,16299269,4605987,2709820,1325528,581987,802305,7645091,7335688,221565,87838,-936350,13774046,5247990,8526056,14710396,2953999,11756397,69030687,-1626703,-2.30224082793553,68440853,-1024403,-1.47469849246104
2008:Q1,65837439,27119357,22267731,235550,93592,4522484,10342849,9252507,647043,185267,258032,20497,19018772,14903311,4115461,2741892,1338782,588869,814241,7761469,7447208,224438,89823,-1167397,13595510,4786880,8808630,14762907,2747026,12015881,65837439,-3193248,-4.62583830972566,66177731,-2263123,-3.3066838855727
2008:Q2,64089185,26138248,21255201,239307,95932,4547808,10049664,8939182,650120,186586,273776,20624,18492356,14820037,3672319,2773115,1351116,598471,823528,7858704,7539033,228013,91658,-1243526,13381614,4701709,8679905,14625140,2701219,11923921,64089185,-1748254,-2.65540950260348,64807787,-1369944,-2.07009802765118
2008:Q3,60927204,25382358,20461643,245824,98122,4576769,9960116,8845498,660419,189052,265147,21623,16894889,13206412,3688477,2804447,1363799,609166,831482,8008071,7683214,231659,93198,-2144300,12142355,3636110,8506245,14286656,2490107,11796549,60927204,-3161981,-4.9337208434882,62824841,-1982945,-3.05973316167081
2008:Q4,55604526,24376034,19456386,255120,99271,4565257,9582641,8474000,678920,191568,238153,19606,13383894,10504222,2879672,2828699,1375492,619486,833721,8209297,7879493,235688,94116,-2795646,11031273,2748428,8282845,13826918,1929859,11897059,55604526,-5322678,-8.73612751853603,58995882,-3828959,-6.09465827312535
2009:Q1,53348069,23766157,18854510,259994,100373,4551280,9210260,8108535,681326,189926,230472,22188,11804099,9448755,2355344,2834467,1374747,624040,835680,8312996,7981345,236771,94880,-2602097,10702592,2456973,8245619,13304689,1712381,11592308,53348069,-2256456,-4.05804399710972,57738923,-1256959,-2.13058837105791
2009:Q2,54903910,23494125,18580617,263480,102054,4547974,8756394,7662410,681478,189354,223152,19370,13723474,10836381,2887093,2823434,1351998,631507,839929,8270588,7937697,237142,95749,-2183475,11488711,3162209,8326502,13672186,2037931,11634255,54903910,1555841,2.91639516673077,58483487,744564,1.2895355189866
2009:Q3,57026800,23381591,18480137,266297,104247,4530910,8496571,7409867,678406,191666,216632,18859,15971598,12398650,3572948,2819238,1335145,638235,845858,8224459,7890177,237690,96592,-1885516,12540905,3836151,8704754,14426421,2444023,11982398,57026800,2122890,3.86655501580906,59788041,1304554,2.2306372882023
2009:Q4,57687278,23473860,18537317,268573,107950,4560020,8473337,7389051,671947,194721,217619,20731,16671619,13082910,3588709,2838393,1332809,647114,858470,8251840,7915366,238587,97887,-2042503,12494700,3995295,8499405,14537202,2657426,11879776,57687278,660478,1.15818833288371,60538475,750434,1.25515797916845
2010:Q1,58210562,23422594,18493194,268545,110152,4550703,8401285,7315331,667215,194943,223796,21496,17464792,13479594,3985198,2863561,1337629,655595,870337,8318093,7979484,239676,98933,-2281259,12732037,4135014,8597023,15013296,2860612,12152684,58210562,523284,0.907105357686369,61509867,971392,1.60458629812066
2010:Q2,56537243,23419804,18503452,272724,112820,4530808,8626693,7538280,670460,196689,221264,21280,15625147,12001569,3623578,2892515,1341355,665656,885504,8401884,8062260,239672,99952,-2450080,12435215,3734612,8700603,14885295,2540483,12344812,56537243,-1673319,-2.87459711674549,60553326,-956541,-1.55510183194682
2010:Q3,58350446,23129740,18216381,278697,114381,4520281,8740680,7636964,676865,197400,229450,22121,17269849,13359114,3910735,2921092,1350419,674230,896443,8475573,8135627,239211,100735,-2208609,13616324,4475807,9140517,15824933,2863550,12961383,58350446,1813203,3.20709427411544,62088096,1534770,2.53457584065008
2010:Q4,60420436,23023848,18085819,284783,117805,4535441,8827386,7700616,682482,199917,244372,26277,19167028,14821022,4346006,2955761,1360387,684952,910422,8561435,8221208,238497,101730,-2141299,14108093,4900246,9207847,16249392,3213464,13035928,60420436,2069991,3.54751519215034,64390024,2301928,3.70751909946908
2011:Q1,61339323,22947983,17969339,289236,121168,4568240,8848660,7695391,685783,201503,265983,24689,20325590,15747470,4578120,2991295,1371908,698775,920612,8656354,8314873,238450,103031,-2455248,14533952,5159980,9373972,16989200,3437937,13551263,61339323,918886,1.52082066648527,65618442,1228417,1.90777571867636
2011:Q2,61531870,22968890,17940551,295142,124148,4609049,8899830,7738341,692905,202851,265732,24977,20194762,15658739,4536023,3017730,1386529,703788,927413,8791535,8448034,239292,104209,-2365854,14955939,5204875,9751064,17321793,3459824,13861969,61531870,192547,0.313904475010858,65989312,370871,0.565192873821914
2011:Q3,57897427,23057570,17999250,300705,126986,4630629,8957059,7785214,698838,204071,268936,23796,17058235,13341311,3716924,3044785,1401581,711274,931930,8941439,8595894,240274,105271,-3185457,14076266,4287221,9789045,17261723,3027699,14234024,57897427,-3634443,-5.90660204905522,63756691,-2232621,-3.38330716750044
2011:Q4,59745372,23157677,18076243,307342,129394,4644698,9086186,7900286,706969,205172,273759,24701,18808855,14752640,4056215,3061306,1413994,713140,934172,9071229,8723486,241666,106077,-3464582,14282379,4501438,9780941,17746961,3397174,14349787,59745372,1847945,3.19175660706675,65331061,1574370,2.46934097607898
2012:Q1,62512777,23418216,18293995,312101,133080,4679040,9174778,7978730,712988,207061,275999,33349,21187291,16453350,4733941,3084073,1421396,720332,942345,9171189,8821998,242181,107010,-3556119,14833665,5005403,9828262,18389784,3845867,14543917,62512777,2767405,4.63199890320312,67660763,2329701,3.56599329469641
2012:Q2,62081370,23860817,18719224,316288,136211,4689094,9336257,8139710,717369,208359,270819,33731,20416913,15891704,4525209,3104855,1431494,725246,948115,9279791,8929568,242396,107827,-3950994,14509403,4673015,9836388,18460397,3716431,14743966,62081370,-431407,-0.69010974260313,67809592,148830,0.219964699792152
2012:Q3,64082434,24297813,19136206,321378,139495,4700734,9608179,8400793,724030,210181,273176,34279,21488474,16697741,4790733,3122665,1440463,728520,953682,9359436,9007998,242812,108626,-3828412,15208481,5048350,10160131,19036893,3940042,15096851,64082434,2001064,3.2232924632288,69724879,1915287,2.8245076404874
2012:Q4,64893298,24699475,19503615,326900,141474,4727486,9759748,8546398,732003,210440,270907,34097,21427803,16468373,4959430,3126726,1445702,726592,954432,9396049,9043932,242448,109669,-3550600,15612656,5321857,10290799,19163256,3952993,15210263,64893298,810863,1.26534414258539,70928285,1203406,1.72593418145933
2013:Q1,67707569,25225811,19999322,332189,143346,4750954,9897288,8689366,738164,212460,257298,34829,23948537,18434614,5513923,3139848,1454096,728427,957325,9468037,9115355,241935,110747,-4006781,15927115,5546349,10380766,19933896,4393282,15540614,67707569,2814271,4.33676729753002,74032603,3104318,4.37669957723238
2013:Q2,69009845,25840019,20600819,336968,146588,4755644,10182453,8960483,744792,216007,261170,35312,24420653,18678382,5742271,3158249,1463192,728833,966224,9548268,9194126,242212,111930,-4175109,15947687,5541381,10406306,20122796,4463414,15659382,69009845,1302276,1.92338252611173,75839496,1806893,2.44067239386523
2013:Q3,71680665,26437021,21176818,341814,149452,4768937,10491139,9252532,751956,219621,267030,32930,25780016,19826780,5953236,3175493,1471319,730343,973831,9632497,9276600,242756,113141,-3868431,16748824,6084914,10663910,20617255,4776194,15841061,71680665,2670821,3.87020268208766,78507292,2667795,3.51768618892706
2013:Q4,74342559,26925229,21646102,346127,153427,4779573,10732508,9474761,757249,223394,277104,36715,27998998,21555428,6443570,3204770,1483146,736230,985394,9738382,9380086,243709,114587,-4294043,16972445,6472877,10499568,21266488,5205378,16061110,74342559,2661894,3.71354508557356,81432803,2925511,3.72641926450758
2014:Q1,75328474,27184098,21893895,349991,155683,4784529,10736891,9455553,764351,226553,290434,38164,28650291,22038232,6612059,3221134,1490632,739056,991446,9809888,9449896,244062,115930,-4311992,17507586,6647696,10859890,21819578,5379704,16439874,75328474,985914,1.32617761920335,82607841,1175038,1.44295440640745
2014:Q2,77111074,27439901,22117492,354873,156935,4810601,10863486,9572421,771975,228365,290725,39118,29898321,23070813,6827508,3227245,1494844,739968,992433,9878008,9516449,244733,116826,-4235005,18273013,7101816,11171197,22508018,5636133,16871885,77111074,1782600,2.36643620780359,83961686,1353845,1.63888250641132
2014:Q3,77270393,27836688,22475151,359426,158727,4843384,11139238,9838006,779336,230720,291176,39924,29707334,22862044,6845290,3238852,1503327,742024,993501,9948740,9585853,245311,117576,-4640383,18136555,6828948,11307607,22776938,5710229,17066709,77270393,159319,0.206610059471232,84330695,369008,0.439496115159759
2014:Q4,78968334,28302747,22917716,363865,160638,4860528,11451001,10139677,786136,233724,291464,40609,31040162,23722224,7317938,3243959,1506191,744614,993154,9992868,9629221,245615,118032,-5103012,18017949,6770629,11247320,23120961,5920568,17200393,78968334,1697941,2.19740161013078,86205529,1874834,2.22319309835399
2015:Q1,80167250,28773068,23357182,369629,163959,4882298,11687013,10375320,789286,236892,285515,40876,31410359,23963631,7446728,3251477,1507488,746497,997492,10011499,9646737,246202,118560,-5007042,18532940,7174471,11358469,23539982,5974124,17565858,80167250,1198916,1.51822396106079,87920700,1715171,1.98963021186759
2015:Q2,80568574,29162066,23683600,374735,166155,4937576,11849816,10537166,791687,239817,281146,40913,31127540,23615189,7512351,3248166,1508429,740653,999084,10105518,9740573,245808,119137,-4965445,18597332,7311250,11286082,23562777,5888594,17674183,80568574,401323,0.500607509243136,88536053,615352,0.69989490064773
2015:Q3,78560132,29602927,24083127,379326,167354,4973120,12033910,10730329,793579,241841,268161,44740,28624754,21626978,6997776,3249331,1508246,743355,997730,10163436,9797616,245834,119986,-5158966,17830317,6545989,11284328,22989283,5374469,17614814,78560132,-2008441,-2.4928346974005,87547339,-988714,-1.11673602120677
2015:Q4,80292677,29999767,24443073,383570,167322,5005802,12153460,10853216,796209,243614,260422,45364,29911895,22618684,7293211,3243632,1507403,742508,993721,10183773,9817394,245589,120790,-5245214,17837456,6756163,11081293,23082670,5500927,17581743,80292677,1732545,2.20537425743875,89546370,1999031,2.28337179819388
2016:Q1,80324709,30305048,24696517,388512,166838,5053181,12183411,10878873,797913,243726,262899,46473,29876418,22757370,7119048,3242534,1508037,744532,989965,10201173,9833588,245794,121791,-5530348,17981336,6665318,11316018,23511684,5413274,18098410,80324709,32032,0.039893957651488,90026214,479844,0.53586114980832
2016:Q2,81504799,30705622,25051194,393544,169274,5091610,12395400,11088694,801795,247534,257377,46253,30462917,23134891,7328026,3262134,1520262,746224,995648,10359697,9989837,246760,123100,-5727224,18320950,6728339,11592611,24048174,5450247,18597927,81504799,1180090,1.46914962681391,90846339,820125,0.910984356868148
2016:Q3,83682563,31293228,25602815,398338,171381,5120694,12722622,11425354,804927,249895,242446,62674,31629891,23930817,7699074,3277346,1527219,749317,1000810,10407747,10036112,247123,124512,-5710945,18770162,7148103,11622059,24481107,5709980,18771127,83682563,2177764,2.67194555817479,93196941,2350602,2.58744814441812
2016:Q4,85490503,31779332,26052275,402219,175576,5149262,12875920,11564015,805447,256084,250373,60967,32620509,24271845,8348664,3301669,1538945,750289,1012435,10506675,10133144,247117,126414,-5654569,18602830,7146320,11456510,24257399,5780285,18477114,85490503,1807940,2.16047349766679,95198183,2001242,2.14732597278261
2017:Q1,87838757,32162799,26369003,407397,177434,5208965,12918276,11587133,811790,257954,261398,62566,34244629,25543203,8701426,3318092,1548156,751510,1018426,10620437,10243980,248123,128334,-5488042,19562314,7712310,11850004,25050356,6189919,18860437,87838757,2348254,2.7468008728432,97313148,2114966,2.22164489584212
2017:Q2,89636456,32675865,26857242,412828,179347,5226448,13193932,11853859,817424,260370,262279,61798,35034746,25999707,9035039,3331404,1556049,751758,1023597,10718486,10338770,249431,130285,-5379775,20355204,8206770,12148434,25734979,6311106,19423873,89636456,1797699,2.04659012251775,98724784,1411635,1.45061107484039
2017:Q3,91965167,33158601,27301228,418285,182569,5256519,13394173,12059231,822223,264390,248328,63022,36384101,26931006,9453095,3353291,1565938,754201,1033152,10848404,10466172,250256,131976,-5236425,21253089,8724835,12528254,26489514,6666669,19822845,91965167,2328711,2.59795048476666,100768004,2043220,2.06961229141071
2017:Q4,95008773,33735310,27832047,424112,185023,5294128,13669653,12316132,826629,267498,259394,61824,38403697,28366438,10037259,3370565,1573290,757950,1039325,10937287,10552617,251244,133426,-5169563,21879640,9129478,12750162,27049203,7042177,20007026,95008773,3043606,3.30952046815238,103363922,2595918,2.57613300135812
2018:Q1,95373514,34197606,28225819,430259,187097,5354431,13730054,12355992,841602,269471,262989,66771,37935717,28023967,9911750,3395773,1588755,760721,1046297,11081294,10694518,251655,135121,-5033701,21983829,9163731,12820098,27017530,7080489,19937041,95373514,364741,0.383902468241484,104691189,1327268,1.28407238322696
2018:Q2,97273574,34794925,28756882,437710,189865,5410468,14076060,12684113,861109,272030,258808,68870,39470682,29416373,10054309,3429386,1610555,764251,1054580,11310240,10920436,252921,136883,-5876589,21652104,8862819,12789285,27528693,7215497,20313196,97273574,1900060,1.99223054889069,106968661,2277472,2.17541856385628
2018:Q3,99594832,35114658,29001988,445512,192615,5474543,14153167,12744681,880625,274500,253361,70855,41670002,31195928,10474074,3455373,1622235,771056,1062082,11423097,11029032,255315,138750,-6292320,21794649,8932252,12862397,28086969,7707927,20379042,99594832,2321258,2.38631937422885,109038604,2069943,1.93509313472753
